impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K21-142619,A654607,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2366029,LOST,Mitts,Cat,Over 1 year<p/>,Male,Domestic Shorthair,Unknown,12/11/2021 12:00:00 AM,Date Lost,27200 block of  48TH AVE. S.,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2366029,Image Copyright HLP Inc. 2022,"Description: Rather long in length. He's polydactyl. Coloring is grey with black/dark grey stripes. <p/><p/>Age: Over 1 year<p/>Location Lost: 27223 48th Ave. S., Kent WA  98032<p/>Lost Date: 2021-12-11<p/>",
K21-142745,A654932,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A654932,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Princess,Cat,9 YEARS,Spayed Female,Domestic Shorthair,Black / White,12/21/2021 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A654932,Image Copyright HLP Inc. 2022,"Received on: 2021-12-21<p/> Description: Black / White<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 9 YEARS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Princess and I am available for adoption.<p/><p/>I was brought in by my previous owner on 12/21/2021 because she didn't like the other cats in the household. I lived in a home with other cats but was not a fan of them. My previous owner described me as very loving and sweet.<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home once I get to know you.<p/><p/>Because of my shy nature, I would do best in a calm, quiet home as an only cat, since I am a princess I demand all the attention!<p/><p/>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/>",BLUE
K21-142389,A654185,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2361769,LOST,Milo,Cat,Over 1 year<p/>,Male,Ragdoll,White,12/05/2021 12:00:00 AM,Date Lost,27400 block of  239TH PL SE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2361769,Image Copyright HLP Inc. 2022,"Description: He is cream color on the body, brown legs with white paws. He is seal point with dark brown ears and a brown face. He has blue eyes. He has a small bump on his head that isn't noticeable unless you pet him. <p/>Age: Over 1 year<p/>Location Lost: 27403 239th PL SE, Maple Valley WA  98038-6712<p/>Lost Date: 2021-12-05<p/>",
K21-142756,A654951,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2369591,LOST,Peanut,Dog,Over 1 year<p/>,Male,Pomeranian,Unknown,12/19/2021 12:00:00 AM,Date Lost,LAKESIDE  BL W AND S. 237TH PL,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2369591,Image Copyright HLP Inc. 2022,"Description: Small orange/ tan Pomeranian- 9 lbs, wearing an orange harness, last seen near Neely Soames historical home on green river trail in Kent WA at 4pm on 12/19/21<p/>Age: Over 1 year<p/>Location Lost: Lakeside Bl W and S. 237th Pl, Kent WA  98032<p/>Lost Date: 2021-12-19<p/>",
K22-143291,A656136,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A656136,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Lop-Holland,NO AGE,Unknown,Lop-Holland,Brown,01/14/2022 12:00:00 AM,Received on,18000 block of  SE 267TH ST,COVINGTON,WA,98042,COVINGTON,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A656136,Image Copyright HLP Inc. 2022,"Received on: 2022-01-14<p/> Found Near: 18000 block of  SE 267TH ST<p/> Description: Brown Unknown Lop-Holland Lop-Holland<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K21-142846,A655077,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2370843,LOST,Mila,Cat,Under 1 year<p/>,Female,Domestic Shorthair,Unknown,12/23/2021 12:00:00 AM,Date Lost,13200 block of  SE 226TH ST,KENT,WA,98042,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2370843,Image Copyright HLP Inc. 2022,"Description: mila has a light blue butterfly collar she has a little grey/brown patch on the back of her head the size of a thumb <p/>Age: Under 1 year<p/>Location Lost: 13234 se 226th st kent wa, Kent WA  98042<p/>Lost Date: 2021-12-23<p/>",
K21-142864,A655131,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2371958,LOST,,Dog,Unknown<p/>,Male,Chihuahua - Smooth Coated,Black,12/27/2021 12:00:00 AM,Date Lost,NE  9TH STREET CROSS STREET IS EDMONDS,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2371958,Image Copyright HLP Inc. 2022,"Description: Lucky is 12 year old pomchi tripod all black white patch under neck and greying on face is chipped <p/>Age: Unknown<p/>Location Lost: NE 9th street cross street is Edmonds , Renton WA  98058<p/>Lost Date: 2021-12-27<p/>",
K21-142497,A654389,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2363923,In Public Home,,Dog,Under 1 year<p/>,Male,Belgian Malinois,Brown,12/06/2021 12:00:00 AM,Date Found,S  288TH ST AND 51ST AVE S,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2363923,Image Copyright HLP Inc. 2022,"Description: Has an extra nail on left rear leg<p/>Age: Under 1 year<p/>Found Near: S 288th St and 51st Ave S, Auburn WA  98001<p/>Found Date: 2021-12-06<p/>",
K22-143185,A636557,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A636557,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Maple,Cat,10 YEARS 8 MONTHS,Spayed Female,Siamese,Seal Pt,01/10/2022 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A636557,Image Copyright HLP Inc. 2022,"Received on: 2022-01-10<p/> Description: Seal Pt<p/>  Spayed Female Siamese Cat<p/> Age: 10 YEARS 8 MONTHS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Maple and I am available for adoption and I love just love to chat. <p/><p/>I was brought in by an Animal Control Officer on 4/25/2021. I was adopted quickly, but my new adopters quickly realized that I would do best with my litterbox use when I am the only cat in the home and I was returned to the shelter on 1/10/2022.<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/>I like getting attention on my own terms. I can get overstimulated with a lot of petting, so please keep an eye out for signs that I might need a break.<p/><p/>My personality color is GREEN. I am an adaptable cat who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/>Current medical conditions are noted below.<p/><p/>1)  Cataract in left eye.<p/><p/>2)  Moderate dental tartar- This cat would benefit from a dental cleaning in the near future.<p/><p/>3)  This cat has a history of urinating outside of the litterbox.  A urinalysis was normal, so this is most likely a behavioral issue.  Good litterbox hygiene will be important for this cat.  We have also included an information handout.<p/>",GREEN
K22-143080,A655620,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2377138,LOST,Murphy,Dog,Unknown<p/>,Male,German Shepherd,Unknown,01/05/2022 12:00:00 AM,Date Lost,SE  MAY VALLEY RD,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2377138,Image Copyright HLP Inc. 2022,"Description: Murphy is a Husky shepherd mix . Brown with white and black markings. 80 to 85 lbs<p/>Age: Unknown<p/>Location Lost: SE May Valley Rd, Issaquah WA  98027<p/>Lost Date: 2022-01-05<p/>",
K21-142391,A654186,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2361772,LOST,Milo,Cat,Over 1 year<p/>,Male,Ragdoll,White,12/05/2021 12:00:00 AM,Date Lost,27400 block of  239TH PL SE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2361772,Image Copyright HLP Inc. 2022,"Description: He is a large fluffy, mostly light colored cat. His body is a cream, legs are brown, paws are white and ears and face are dark brown. He has blue eyes. <p/>Age: Over 1 year<p/>Location Lost: 27403 239th PL SE, Maple Valley WA  98038-6712<p/>Lost Date: 2021-12-05<p/>",
K21-142656,A654697,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2367021,LOST,,Cat,Over 1 year<p/>,Female,Domestic Shorthair,Unknown,12/11/2021 12:00:00 AM,Date Lost,STONE  WAY N AND 38TH,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2367021,Image Copyright HLP Inc. 2022,"Description: She is a tortiseshell with orange/brown mixed with black. Very small, <6 lbs, but long tail<p/>Age: Over 1 year<p/>Location Lost: Stone Way N and 38th, Seattle WA  98103<p/>Lost Date: 2021-12-11<p/>",
K22-143051,A655572,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2376548,In Public Home,,Dog,Unknown<p/>,Male,Shiba Inu,Unknown,01/04/2022 12:00:00 AM,Date Found,112TH  AVE. SE AND 282ND,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2376548,Image Copyright HLP Inc. 2022,"Description: Light yellow coat with aqua colored harness.  No ID.<p/>Age: Unknown<p/>Found Near: 112th Ave. SE and 282nd, Auburn WA  98092<p/>Found Date: 2022-01-04<p/>",
K22-143333,A656205,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2382386,LOST,Elliott,Cat,Over 1 year<p/>,Male,Domestic Shorthair,Brown,01/14/2022 12:00:00 AM,Date Lost,W  32ND ST AND COLUMBIA ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2382386,Image Copyright HLP Inc. 2022,"Description: 10.5lb tabby, white paws and white chin/chest. Some golden coloring underneath and slight belly hang. <p/>Age: Over 1 year<p/>Location Lost: W 32nd St and Columbia St, Vancouver WA  98660<p/>Lost Date: 2022-01-14<p/>",
K22-142971,A655371,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2374550,LOST,Zoe,Dog,Over 1 year<p/>,Female,Australian Cattle Dog,Unknown,12/31/2021 12:00:00 AM,Date Lost,10TH  AVE NE & 165TH,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2374550,Image Copyright HLP Inc. 2022,"Description: Blue heeler, cropped tail, 45lbs, friendly, <p/>Age: Over 1 year<p/>Location Lost: 10th Ave NE & 165th , Seattle WA  98155<p/>Lost Date: 2021-12-31<p/>",
K21-142714,A654834,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2368537,LOST,Coraline,Dog,Over 1 year<p/>,Female,Chihuahua - Smooth Coated,Black,12/17/2021 12:00:00 AM,Date Lost,NE  127TH ST AND 30TH AVE NE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2368537,Image Copyright HLP Inc. 2022,"Description: 8lb brown black girl <p/>Age: Over 1 year<p/>Location Lost: NE 127th st and 30th Ave Ne, Seattle WA  98125<p/>Lost Date: 2021-12-17<p/>",
K22-143250,A656089,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A656089,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Kira,Dog,1 YEAR,Female,Border Collie / Mix,Black / White,01/13/2022 12:00:00 AM,Received on,1400 block of  W JAMES LN,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A656089,Image Copyright HLP Inc. 2022,"Received on: 2022-01-13<p/> Found Near: 1400 block of  W JAMES LN<p/> Description: Black / White Female Border Collie / Mix Dog<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K22-143102,A655666,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2377597,LOST,Murphy,Dog,Over 1 year<p/>,Male,German Shepherd,Brown,01/05/2022 12:00:00 AM,Date Lost,SE  MAY VALLEY RD,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2377597,Image Copyright HLP Inc. 2022,"Description: Murphy is a shy dog, about 80-85lbs. He has a tan and brown coat with some white patches. Has 2 different colored eyes one brown the other light blue. <p/>Age: Over 1 year<p/>Location Lost: Se may valley rd, Issaquah WA  98027<p/>Lost Date: 2022-01-05<p/>",
K22-143204,A655977,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A655977,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Wolfgang,Cat,2 YEARS,Neutered Male,Domestic Mediumhair,Black,01/11/2022 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A655977,Image Copyright HLP Inc. 2022,"Received on: 2022-01-11<p/> Description: Black<p/>  Neutered Male Domestic Mediumhair Cat<p/> Age: 2 YEARS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Wolfgang and I am available for adoption.<p/><p/>I was brought in by a good Samaritan on 01/11/2022.<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/>My personality color is GREEN. I am an adaptable cat who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/>",GREEN
K21-142857,A655102,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2371479,In Public Home,,Dog,Unknown<p/>,Female,Pointer,Unknown,12/26/2021 12:00:00 AM,Date Found,32400 block of  UNION DRIVE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2371479,Image Copyright HLP Inc. 2022,Description: Brown and White<p/>Age: Unknown<p/>Found Near: 32400 block of  UNION DRIVE<p/>Found Date: 2021-12-26<p/>,
K21-142704,A654801,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2368032,In Public Home,,Dog,Over 1 year<p/>,Female,Boston Terrier,Black,12/18/2021 12:00:00 AM,Date Found,10300 block of  NE 10TH ST.,,,1154,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2368032,Image Copyright HLP Inc. 2022,"Description: The dog came into our leasing office soaking wet. She had a couple of nails that were cut down to the quick. She was wearing a light green Nightmare Before Christmas collar that was really tight. I took her to the vet to check for a microchip, but they couldn't find one. <p/>Age: Over 1 year<p/>Found Near: 10300 block of  NE 10TH ST. <p/>Found Date: 2021-12-18<p/>",
K21-142895,A655202,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2372682,LOST,Jade,Dog,Under 1 year<p/>,Female,German Shepherd,Black,12/26/2021 12:00:00 AM,Date Lost,1400 block of  W JAMES PL,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2372682,Image Copyright HLP Inc. 2022,"Description: Her name is Jade she is always happy. She’s all black with a scare in her muzzle. One ear will flop and the other stands. But when she gets serious both ears will stand. <p/>Age: Under 1 year<p/>Location Lost: 1424 W James Pl, Kent WA  98032<p/>Lost Date: 2021-12-26<p/>",
K22-143273,A656120,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A656120,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Tokki,Rat,10 MONTHS,Female,Rat,White / Gray,01/14/2022 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A656120,Image Copyright HLP Inc. 2022,"Received on: 2022-01-14<p/> Description: White / Gray<p/>  Female Rat Rat<p/> Age: 10 MONTHS<p/> Adoption Fee: $5.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Tikko and I am available for adoption.<p/><p/>I was brought in by my owner on January 14, 2022. I came in with my sister Beast (A656119).  My owner said I was super sweet and very friendly.<p/><p/>I would love a family who will interact with me daily to keep me active and social! When rats get the space and enrichment we need, we often form deep bonds with our humans!<p/><p/>If you would like to make an appointment to meet me, please call the front desk at 206-263-1324.<p/><p/><p/><p/>",
K22-143009,A655435,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2375419,In Public Home,,Cat,Unknown<p/>,Male,Domestic Shorthair,Unknown,01/01/2022 12:00:00 AM,Date Found,195TH  AVE NE & NE NOVELTY HILL RD,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2375419,Image Copyright HLP Inc. 2022,"Description: Young, male, mostly grey tabby with black pointy ear tufts and no microchip. He’s nervous but friendly.<p/>Age: Unknown<p/>Found Near: 195th Ave NE & NE Novelty Hill Rd, Redmond WA  98053<p/>Found Date: 2022-01-01<p/>",
K22-143163,A655786,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2379034,LOST,Tommy,Dog,Over 1 year<p/>,Male,Labrador Retriever,Black,01/08/2022 12:00:00 AM,Date Lost,NE  179TH STREET AND PARADISE LAKE ROAD,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2379034,Image Copyright HLP Inc. 2022,"Description: Older (15 yrs) black lab with grey face, docked tail. About 70 pounds<p/>Age: Over 1 year<p/>Location Lost: NE 179th Street and Paradise Lake Road, Woodinville WA  98077<p/>Lost Date: 2022-01-08<p/>",
K21-142581,A654541,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2365557,LOST,Tag Along,Cat,Over 1 year<p/>,Male,Domestic Shorthair,Unknown,12/12/2021 12:00:00 AM,Date Lost,4200 block of  & 170TH ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2365557,Image Copyright HLP Inc. 2022,"Description: He has one tip of ear clipped because he was a SNR.   His color is mostly gray <p/>Age: Over 1 year<p/>Location Lost: 4200 & 170th st, Seattle WA  98188<p/>Lost Date: 2021-12-12<p/>",
K21-142861,A655111,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2371611,LOST,Mila,Cat,Under 1 year<p/>,Female,Domestic Shorthair,White,12/23/2021 12:00:00 AM,Date Lost,13200 block of  SE 226TH ST,KENT,WA,98042,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2371611,Image Copyright HLP Inc. 2022,"Description: mila has a light blue butterfly collar she has a little grey/brown patch on the back of her head the size of a thumb <p/>Age: Under 1 year<p/>Location Lost: 13234 se 226th st kent wa, Kent WA  98042<p/>Lost Date: 2021-12-23<p/>",
K21-142440,A640100,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A640100,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Ariya,Cat,8 YEARS 7 MONTHS,Spayed Female,Domestic Shorthair,Brn Tabby,12/08/2021 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A640100,Image Copyright HLP Inc. 2022,"Received on: 2021-12-08<p/> Description: Brn Tabby<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 8 YEARS 7 MONTHS<p/> Adoption Fee: $0.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Ariya and I am available for adoption. I was brought in by my previous owner on June 4, 2021 because my owner was not able to provide me cat. I lived in a home with another cat but the two of us did not get along. My previous owner described me as very affectionate with humans. I have spent a few months in a foster home and my foster parent confirmed that I get along with small dogs, but I do not like other cats at all. <p/><p/>I am very loving and love to sit on your lap when I'm done eating. I like to eat every 6-8 hours and cry when I'm hungry. I purr a lot and will run to my food each time. Sometimes I just want to be left alone and hide under furniture but if you call my name I'll come out for pets once I get to know you.  <p/><p/>I have piercing green eyes that are absolutely gorgeous! And my tail hangs over my back, making me a very unique gal!  I love to get lots and lots of pets and attention, but beware because I will occasionally give the friendly little love bite! I will try not to crunch too hard, as long as you promise to give me lots of treats ??<p/><p/>My personality color is RED. I am a spirited cat with a fun-loving personality! I may be sensitive to handling, so I would do best in a home with a cat savvy family who knows when to give me some space.<p/><p/>I have been diagnosed with Feline Leukemia Virus. FeLV is transmitted to other cats through saliva and activities such as sharing water bowls, communal grooming and social contact.  Infection is lifelong and there is no cure.  Cats infected with feline leukemia virus typically live shorter lifespans, although with proper care and management, some cats can have a good quality of life.  Please refer to the information handout.<p/><p/>My adoption fee has been paid for by a generous donor in order to help me to get adopted!<p/><p/>",RED
K22-143249,A656088,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2380951,LOST,Buckeye,Dog,Over 1 year<p/>,Female,Schipperke,Black,01/12/2022 12:00:00 AM,Date Lost,10300 block of  172ND AVE SE AND LICORICE FERN DR,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2380951,Image Copyright HLP Inc. 2022,"Description: Black dog going gray around mouth; approximately 20 lbs; Starwars Darth Vader collar<p/>Age: Over 1 year<p/>Location Lost: 10350 172nd Ave se and licorice fern dr, Renton WA  98059<p/>Lost Date: 2022-01-12<p/>",
K21-142836,A655069,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2370772,LOST,,Dog,Under 1 year<p/>,Female,Cane Corso,Brown,12/24/2021 12:00:00 AM,Date Lost,248TH  ST AND 116TH AVE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2370772,Image Copyright HLP Inc. 2022,"Description: I Found my pet, please delete post.<p/>Age: Under 1 year<p/>Location Lost: 248th St and 116th Ave, Kent WA  98030<p/>Lost Date: Dec 24 202<p/>",
K21-142425,A654247,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2362261,LOST,Ajax,Dog,Over 1 year<p/>,Male,Rat Terrier,Unknown,12/06/2021 12:00:00 AM,Date Lost,11600 block of  88TH AVE S,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2362261,Image Copyright HLP Inc. 2022,"Description: Approx 15lbs, rust and white coloring, wearing a red harness, floppy ears<p/>Age: Over 1 year<p/>Location Lost: 11629 88th Ave S, Seattle WA  98178<p/>Lost Date: 2021-12-06<p/>",
K21-141738,A652772,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A652772,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Sid,Dog,2 YEARS 2 MONTHS,Neutered Male,Pit Bull,Black / White,11/12/2021 12:00:00 AM,Received on,400 block of  COSTCO DR,TUKWILA,WA,98188,TUKWILA,47.445678,-122.24842,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A652772,Image Copyright HLP Inc. 2022,"Received on: 2021-11-12<p/> Found Near: 400 block of  COSTCO DR<p/> Description: Black / White Neutered Male Pit Bull Dog<p/> Age: 2 YEARS 2 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",RED
K21-142537,A654441,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2364454,LOST,Glacier,Dog,Over 1 year<p/>,Male,Australian Shepherd,Unknown,12/10/2021 12:00:00 AM,Date Lost,500 block of  REDMOND FALL-CITY RD SE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2364454,Image Copyright HLP Inc. 2022,"Description: Male Blue Merle Australian Shepherd, 60 Pounds, One blue eye and one brown eye. Docked Tail. <p/>Age: Over 1 year<p/>Location Lost: 523 Redmond Fall-City Rd SE, Redmond WA  98053<p/>Lost Date: 2021-12-10<p/>",
